Categoria       Venitul        Ianuarie       Februarie      Martie         Aprilie        Mai            Iunie          Iulie          August         Septembrie     Octombrie      Noiembrie      Decembrie      
far             2307653.05     137974.47      320543.26      188260.15      260755.73      215971.01      20968.26       138882.45      255771.85      233424.26      81681.49       155749.60      297670.52      
good            2306279.22     338341.77      154447.35      207173.64      192079.86      33782.00       224893.56      157398.63      180094.82      285249.03      141709.86      142535.46      248573.24      
company         2304875.35     106557.85      219917.55      156680.02      167956.14      320046.53      98719.64       358483.14      72788.14       157757.65      123137.32      290707.72      232123.65      
political       2304518.76     386426.02      105057.58      102573.25      76898.11       170386.59      57955.33       32893.48       184137.78      315987.14      354645.73      210794.59      306763.16      
hard            2304055.89     164159.95      139010.51      261717.67      31944.53       302167.47      289607.60      280360.62      33679.64       128060.47      213076.24      84126.85       376144.34      
note            2302994.33     251476.98      99522.95       223791.67      200725.24      177843.11      83593.55       344549.38      54641.81       159501.44      248475.03      289539.83      169333.34      
myself          2299733.47     136274.17      288193.57      149683.32      137329.17      244077.73      156170.62      97616.48       421255.12      190955.43      256745.38      95766.63       125665.85      
party           2299442.14     283653.63      113852.34      270533.35      131389.80      180193.92      123880.04      132887.20      284650.00      257648.30      187165.00      228562.13      105026.43      
usually         2299029.83     143561.04      144203.14      237256.38      163997.40      177815.14      232812.35      243231.49      163114.98      211590.11      150597.35      99435.81       331414.64      
pull            2298313.74     137753.72      187512.68      421628.04      180266.69      81758.45       211055.71      364896.53      106706.26      51043.85       211064.57      44797.92       299829.32      
trade           2297634.88     138542.69      119044.26      116612.08      145843.00      196150.17      287814.55      390728.66      157682.42      175738.99      214725.29      143204.70      211548.07      
sit             2296275.32     222298.73      222377.36      151610.22      246043.26      221987.95      227316.19      255259.14      266892.59      136440.48      41236.52       198718.05      106094.83      
official        2296234.05     58381.70       142010.84      177115.81      374790.21      85553.80       253468.95      386891.28      155172.50      25925.56       126363.77      251730.55      258829.08      
less            2295939.50     228829.35      192107.63      78798.44       206732.52      219808.26      256271.52      163729.12      236212.49      103703.93      288093.36      242044.70      79608.18       
